FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
FR08278 	CAILLETTE PROVENCALE OU CAILLETTE VAROISE 	CAILLETTE PROVENCALE OU CAILLETTE VAROISE 	A0221 B1136 C0176 E0146 F0014 G0005 H0191 H0229 H0262 J0131 K0003 P0024
FR08280 	PATE RENNAIS 	PATE RENNAIS 	A0221 B1136 C0176 E0146 F0014 G0005 H0229 H0262 H0191 J0131 K0003 P0024
FR08285 	PATE D'ABATS, SANS SPECIFICATION 	PATE D'ABATS, SANS SPECIFICATION 	A0221 B1136 C0176 E0146 F0014 G0005 H0191 H0229 H0262 J0131 K0003 P0024
FR08290 	PATE DE POISSON A BASE DE CARPE 	PATE DE POISSON A BASE DE CARPE 	A0221 B1228 C0270 E0146 F0014 G0005 H0262 H0205 H0191 H0229 H0146 J0131 K0003 P0024
FR08291 	TERRINE DE POISSON 	TERRINE DE POISSON 	A0221 B1222 C0270 E0146 F0014 G0031 H0262 H0212 H0136 H0205 H0184 H0160 H0229 J0131 K0003 P0024
FR08300 	PATE DE FOIE A TRANCHER DE QUALITE SUPERIEURE 	PATE DE FOIE A TRANCHER DE QUALITE SUPERIEURE 	A0221 B1136 C0269 E0119 F0014 G0005 H0307 H0229 H0262 J0131 K0003 P0024 Z0098
FR08301 	PATE DE FOIE A TRANCHER 	PATE DE FOIE A TRANCHER 	A0221 B1136 C0269 E0119 F0014 G0005 H0229 H0307 H0262 J0131 K0003 P0024 Z0098
FR08302 	PATE DE FOIE BRETON DE QUALITE SUPERIEURE SOUS LABEL 	PATE DE FOIE BRETON DE QUALITE SUPERIEURE SOUS LABEL 	A0221 B1136 C0176 E0119 F0014 G0005 H0191 H0262 H0229 J0131 K0003 P0024 Z0098
FR08303 	PATE DE FOIE BRETON 	PATE DE FOIE BRETON 	A0221 B1136 C0176 E0119 F0014 G0005 H0229 H0262 H0191 J0131 K0003 P0024 Z0098
FR08304 	PATE DE FOIE BRETON AU POIVRE VERT 	PATE DE FOIE BRETON AU POIVRE VERT 	A0221 B1136 C0176 E0119 F0014 G0005 H0262 H0191 H0229 J0131 K0003 P0024 Z0098
FR08307 	PATE DE FOIE AU POIVRE VERT 	PATE DE FOIE AU POIVRE VERT 	A0221 B1136 C0176 E0119 F0014 G0005 H0229 H0262 J0131 K0003 P0024 Z0098
FR08308 	PATE DE FOIE DE PORC ET CANARD AU GRAND MARNIER 	PATE DE FOIE DE PORC ET CANARD AU GRAND MARNIER 	A0221 B1136 C0176 E0119 F0014 G0005 H0160 H0262 H0171 J0131 K0003 P0024 Z0098
FR08309 	PATE DE FOIE DE PORC ET VOLAILLE A L'ARMAGNAC 	PATE DE FOIE DE PORC ET VOLAILLE A L'ARMAGNAC 	A0221 B1136 C0176 E0119 F0014 G0005 H0160 H0262 H0229 H0171 J0131 K0003 P0024 Z0098
FR08310 	CREME DE FOIE DE QUALITE SUPERIEURE 	CREME DE FOIE DE QUALITE SUPERIEURE 	A0221 B1136 C0253 E0119 F0014 G0003 H0191 H0307 H0146 H0229 H0186 J0131 K0003 P0024 Z0098
FR08311 	CREME DE FOIE 	CREME DE FOIE 	A0221 B1136 C0253 E0119 F0014 G0031 H0186 H0146 H0191 H0307 H0229 J0131 K0003 P0024 Z0098
FR08312 	MOUSSE DE FOIE DE QUALITE SUPERIEURE 	MOUSSE DE FOIE DE QUALITE SUPERIEURE 	A0221 B1136 C0253 E0119 F0014 G0031 H0205 H0229 H0307 H0306 J0131 K0003 P0024 Z0098
FR08313 	MOUSSE DE FOIE 	MOUSSE DE FOIE 	A0221 B1136 C0253 E0119 F0014 G0031 H0307 H0205 H0306 H0229 J0131 K0003 P0024 Z0098
FR08316 	PATE DE FOIE DE VOLAILLE A TARTINER 	PATE DE FOIE DE VOLAILLE A TARTINER 	A0221 B1563 C0176 E0119 F0014 G0001 H0186 H0262 H0212 H0306 H0229 H0184 J0131 K0003 P0024 Z0098
FR08350 	GALANTINE 	GALANTINE 	A0221 B1136 C0268 E0147 F0014 G0031 H0165 H0186 H0184 H0146 H0229 H0262 J0131 K0003 P0024 Z0100
FR08351 	GALANTINE QUALITE SUPERIEURE 	GALANTINE QUALITE SUPERIEURE 	A0221 B1136 C0268 E0147 F0014 G0005 H0184 H0229 H0165 H0262 H0186 H0146 J0131 K0003 P0024 Z0100
FR08352 	GALANTINE DE DINDE AU PORTO ET PISTACHE 	GALANTINE DE DINDE AU PORTO ET PISTACHE 	A0221 B1236 C0268 E0147 F0014 G0005 H0146 H0177 H0186 H0165 H0160 H0229 H0262 H0184 H0191 J0131 K0003 P0024 Z0100
FR08353 	SUPREME 	SUPREME 	A0221 B1136 C0268 E0147 F0014 G0001 H0229 H0262 H0184 H0146 H0186 J0131 K0003 P0024 Z0100
FR08356 	BALLOTTINE 	BALLOTTINE 	A0221 B1136 C0268 E0146 F0014 G0020 H0262 H0186 H0184 H0229 J0131 K0003 P0024 Z0100
FR08357 	BALLOTTINE DE SANGLIER 	BALLOTTINE DE SANGLIER 	A0221 B2248 C0268 E0146 F0014 G0020 H0186 H0229 H0262 H0184 J0131 K0003 P0024 Z0100
FR08358 	BALLOTTINE DE CHEVREUIL 	BALLOTTINE DE CHEVREUIL 	A0221 B1583 C0268 E0146 F0014 G0020 H0229 H0184 H0307 H0186 H0191 J0131 K0003 P0024
FR08360 	GALANTINE DE VOLAILLE 	GALANTINE DE VOLAILLE 	A0221 B1563 C0267 E0147 F0014 G0005 H0307 H0165 H0229 H0186 H0184 J0131 K0003 P0024 Z0100
FR08363 	GALANTINE DE LAPIN 	GALANTINE DE LAPIN 	A0221 B1323 C0268 E0147 F0014 G0005 H0262 H0160 H0307 H0191 H0229 H0184 H0186 J0131 K0003 P0024 Z0100
FR08364 	GALANTINE PORC ET LAPIN 	GALANTINE PORC ET LAPIN 	A0221 B1136 C0268 E0147 F0014 G0005 H0184 H0307 H0229 H0262 H0191 H0186 J0131 K0003 P0024 Z0100
FR08365 	GALANTINE DE SANGLIER 	GALANTINE DE SANGLIER 	A0221 B2248 C0268 E0147 F0014 G0005 H0186 H0191 H0184 H0307 H0229 H0262 J0131 K0003 P0024 Z0100
FR08366 	GALANTINE DE GIBIER 	GALANTINE DE GIBIER 	A0221 B1563 C0267 E0147 F0014 G0005 H0184 H0186 H0191 H0262 H0307 H0229 J0131 K0003 P0024 Z0100
FR08367 	GALANTINE FARON SANGLIER 	GALANTINE FARON SANGLIER 	A0221 B1136 C0268 E0147 F0014 G0005 H0184 H0186 H0191 H0262 H0307 H0229 J0131 K0003 P0024 Z0100
FR08368 	GALANTINE PUR PORC 	GALANTINE PUR PORC 	A0221 B1136 C0268 E0147 F0014 G0005 H0307 H0186 H0229 H0262 H0184 J0131 K0003 P0024 Z0100
FR08369 	GALANTINE DE CHAMPIGNONS 	GALANTINE DE CHAMPIGNONS 	A0221 B1136 C0268 E0147 F0014 G0005 H0229 H0262 H0184 H0186 H0146 H0166 J0131 K0003 P0024 Z0100
FR08370 	ROULADE BRETONNE 	ROULADE BRETONNE 	A0221 B1136 C0268 E0147 F0014 G0001 H0262 H0229 H0306 H0307 J0131 K0003 P0024 Z0100
FR08371 	ROULADE BRIARDE 	ROULADE BRIARDE 	A0221 B1136 C0268 E0147 G0001 H0262 H0229 H0306 H0307 J0131 K0003 P0024 Z0100
FR08372 	ROULADE DIJONNAISE 	ROULADE DIJONNAISE 	A0221 B1136 C0268 E0147 F0014 G0001 H0262 H0306 H0229 H0307 J0131 K0003 P0024 Z0100
FR08373 	ROULADE LYONNAISE PISTACHEE 	ROULADE LYONNAISE PISTACHEE 	A0221 B1136 C0268 E0147 F0014 G0001 H0307 H0262 H0306 H0177 H0229 J0131 K0003 P0024 Z0100
FR08374 	ROULADE AU JAMBON 	ROULADE AU JAMBON 	A0221 B1136 C0268 E0147 F0014 G0001 H0253 H0262 H0229 H0307 H0306 J0131 K0003 P0024 Z0100
FR08375 	ROULADE AUX OLIVES 	ROULADE AUX OLIVES 	A0221 B1136 C0268 E0147 F0014 G0001 H0147 H0262 H0229 H0307 H0306 J0131 K0003 P0024 Z0100
FR08376 	ROULADE AUX CHAMPIGNONS 	ROULADE AUX CHAMPIGNONS 	A0221 B1136 C0268 E0147 F0014 G0001 H0262 H0307 H0229 H0306 H0166 J0131 K0003 P0024 Z0100
FR08377 	MOSAIQUE 	MOSAIQUE 	A0221 B1136 C0268 E0147 F0014 G0001 H0262 H0306 H0229 H0191 J0131 K0003 P0024 Z0100
FR08384 	LUNCHEON MEAT 	LUNCHEON MEAT 	A0221 B1136 C0268 E0147 F0014 G0001 H0229 H0262 H0253 J0100 K0003 P0024
FR08390 	PATE DE CAMPAGNE EN CROUTE 	PATE DE CAMPAGNE EN CROUTE 	A0221 B1136 C0267 E0147 F0014 G0005 H0262 H0165 H0188 H0307 H0229 J0131 K0003 P0024 Z0099
FR08392 	PATE DE GIBIER EN CROUTE 	PATE DE GIBIER EN CROUTE 	A0221 B1136 C0268 E0147 F0014 G0005 H0186 H0184 H0171 H0188 H0262 H0165 H0307 H0229 J0131 K0003 P0024 Z0099
FR08394 	PATE DE VIANDE EN CROUTE 	PATE DE VIANDE EN CROUTE 	A0221 B1136 C0268 E0147 F0014 G0005 H0188 H0262 H0186 H0229 H0146 H0307 J0131 K0003 P0024 Z0099
FR08396 	PATE EN CROUTE OU FRIAND 	PATE EN CROUTE OU FRIAND 	A0100 B1312 C0208 E0105 F0014 G0005 H0221 H0191 H0307 H0227 H0207 J0131 K0003 P0024 Z0099
FR08400 	FROMAGE OU PATE DE TETE 	FROMAGE OU PATE DE TETE 	A0221 B1136 C0267 E0146 F0014 G0013 H0229 H0165 J0131 K0003 P0024 Z0040
FR08402 	FROMAGE DE TETE PERSILLE 	FROMAGE DE TETE PERSILLE 	A0221 B1136 C0267 E0146 F0014 G0013 H0165 H0229 J0131 K0003 P0024 Z0100 Z0040
FR08405 	MUSEAU DE PORC 	MUSEAU DE PORC 	A0221 B1136 C0267 E0146 F0014 G0001 H0229 J0131 K0003 P0024 Z0040 Z0100
FR08415 	FROMAGE DE TETE EN BOYAUX OU HURE ROUGE EN BOYAUX 	FROMAGE DE TETE EN BOYAUX OU HURE ROUGE EN BOYAUX 	A0221 B1136 C0125 E0146 F0014 G0031 H0172 H0191 H0165 H0229 J0131 K0003 P0024 Z0040 Z0100 Z0094
FR08420 	HURE DE FRANCFORT DIT "FRANKFURTER SCHWARTENMAGEN" 	HURE DE FRANCFORT DIT "FRANKFURTER SCHWARTENMAGEN" 	A0221 B1136 C0125 E0105 F0014 G0001 H0191 H0229 H0165 J0131 K0003 P0024 Z0100 Z0047 Z0094
FR08425 	HURE BLANCHE 	HURE BLANCHE 	A0221 B1136 C0125 E0146 F0014 G0031 H0229 H0165 J0131 K0003 P0024 Z0100 Z0047 Z0094
FR08430 	TETE ROULEE DITE "PRESSKOPF" 	TETE ROULEE DITE "PRESSKOPF" 	A0221 B1136 C0125 E0146 F0014 G0001 H0165 H0229 H0307 J0131 K0003 P0024 Z0047 Z0100
FR08432 	TETE PRESSEE 	TETE PRESSEE 	A0221 B1136 C0125 E0146 F0014 G0001 H0229 H0165 J0131 K0003 P0024 Z0040 Z0100
FR08435 	ROULADE DE TETE DE PORC 	ROULADE DE TETE DE PORC 	A0221 B1136 C0125 E0146 F0014 G0012 H0191 H0207 H0229 J0131 K0003 P0024 Z0100 Z0040
FR08440 	OREILLE DE PORC PRESSEE 	OREILLE DE PORC PRESSEE 	A0221 B1136 C0125 E0146 F0014 G0001 H0165 H0229 J0131 K0003 P0024 Z0040 Z0100
FR08445 	MARBRADE 	MARBRADE 	A0221 B1136 C0125 E0146 F0014 G0001 H0229 H0165 J0131 K0003 P0024 Z0040 Z0100
FR08450 	MUSEAU DE BOEUF 	MUSEAU DE BOEUF 	A0221 B1161 C0125 E0151 F0014 G0001 H0229 J0131 K0003 P0024 Z0040 Z0100
FR08452 	HURE PISTACHEE OU HURE A LA PARISIENNE 	HURE PISTACHEE OU HURE A LA PARISIENNE 	A0221 B1136 C0189 E0146 F0014 G0031 H0177 H0229 H0165 H0262 J0131 K0003 P0024 Z0100
FR08455 	SABODET ETUVE 	SABODET ETUVE 	A0221 B1136 C0125 E0146 F0018 G0012 H0191 H0229 J0131 K0003 P0024 Z0100 Z0040 Z0094
FR08456 	COUDENAT ETUVE 	COUDENAT ETUVE 	A0221 B1136 C0125 E0146 F0018 G0012 H0229 H0191 J0131 K0003 P0024 Z0040 Z0094 Z0100
FR08500 	ANDOUILLE 	ANDOUILLE 	A0221 B1136 C0212 E0105 F0014 G0013 H0161 H0229 J0131 K0003 P0024 Z0100 Z0095
FR08501 	ANDOUILLE DE GUEMENE 	ANDOUILLE DE GUEMENE 	A0221 B1136 C0212 E0105 F0014 G0020 H0229 H0118 H0161 H0133 J0131 K0003 P0024 Z0100 Z0094
FR08502 	ANDOUILLE DE LABEL "004-71 DE BRETAGNE" 	ANDOUILLE DE LABEL "004-71 DE BRETAGNE" 	A0221 B1136 C0212 E0105 F0014 G0013 H0229 J0131 K0003 P0024 Z0094 Z0100
FR08503 	ANDOUILLE DE BRETAGNE 	ANDOUILLE DE BRETAGNE 	A0221 B1136 C0212 E0105 F0014 G0013 H0229 J0131 K0003 P0024 Z0100 Z0094
FR08510 	ANDOUILLE DE VIRE TRADITIONNELLE 	ANDOUILLE DE VIRE TRADITIONNELLE 	A0221 B1136 C0212 E0105 F0014 G0013 H0118 H0161 H0229 J0131 K0003 P0024 Z0094 Z0100 Z0087
FR08512 	ANDOUILLE DE VIRE 	ANDOUILLE DE VIRE 	A0221 B1136 C0212 E0105 F0014 G0013 H0118 H0161 H0229 J0131 K0003 P0024 Z0094 Z0100
FR08520 	ANDOUILLE DE VIANDE 	ANDOUILLE DE VIANDE 	A0221 B1136 C0212 E0105 F0014 G0013 H0262 H0229 H0191 J0131 K0003 P0024 Z0095 Z0100
FR08525 	ANDOUILLE DE JARGEAU 	ANDOUILLE DE JARGEAU 	A0221 B1136 C0268 E0105 F0014 G0013 H0229 H0307 J0001 K0003 P0024 Z0100 Z0094
FR08537 	SAUCISSE DE COUENNE OU ANDOUILLE DE COUENNE 	SAUCISSE DE COUENNE OU ANDOUILLE DE COUENNE 	A0221 B1136 C0193 E0105 F0014 G0013 H0229 J0131 K0003 P0024 Z0100 Z0094
FR08540 	ANDOUILLE ROUGE OU SABARDIN 	ANDOUILLE ROUGE OU SABARDIN 	A0221 B1161 C0212 E0147 F0014 G0001 H0160 H0191 J0001 K0003 P0024 Z0100 Z0094
FR08550 	ANDOUILLETTE 	ANDOUILLETTE 	A0221 B1136 C0212 E0105 G0013 H0161 H0229 J0131 K0003 P0024 Z0100 Z0094 F0014
FR08552 	ANDOUILLETTE DE TROYES 	ANDOUILLETTE DE TROYES 	A0221 B1136 C0212 E0105 F0014 G0013 H0307 H0229 H0161 H0191 J0131 K0003 P0024 Z0094 Z0100
FR08555 	ANDOUILLETTE DE CAMBRAI 	ANDOUILLETTE DE CAMBRAI 	A0221 B1349 C0212 E0105 F0014 G0013 H0212 H0161 H0229 J0131 K0003 P0024 Z0094 Z0100
FR08556 	ANDOUILLETTE DE CAMBRAI PERSILLEE 	ANDOUILLETTE DE CAMBRAI PERSILLEE 	A0221 B1349 E0105 F0014 G0013 H0229 H0161 H0212 J0131 K0003 P0024 Z0094 Z0100
FR08560 	ANDOUILLETTE DE JARGEAU 	ANDOUILLETTE DE JARGEAU 	A0221 B1136 C0212 E0105 F0014 G0013 H0161 H0229 H0191 J0131 K0003 P0024 Z0094 Z0100
FR08565 	ANDOUILLETTE LYONNAISE 	ANDOUILLETTE LYONNAISE 	A0221 B1349 E0105 F0014 G0013 H0229 H0160 J0131 K0003 P0024 Z0094 Z0100
FR08570 	ANDOUILLETTE ROUENNAISE 	ANDOUILLETTE ROUENNAISE 	A0221 B2242 C0218 E0105 F0014 G0013 H0229 H0161 J0131 K0003 P0024 Z0100 Z0094
FR08575 	ANDOUILLETTE PROVENCALE 	ANDOUILLETTE PROVENCALE 	A0221 B1136 C0192 E0105 F0014 G0001 H0191 H0161 H0229 J0131 K0003 P0024 Z0094 Z0100
FR08600 	TRIPES DE PORC 	TRIPES DE PORC 	A0221 B1136 C0192 E0151 F0014 G0001 G0013 H0307 J0131 K0034 P0024
FR08601 	TRIPES A LA MODE DE CAEN 	TRIPES A LA MODE DE CAEN 	A0221 B1161 C0192 E0151 F0014 G0013 H0212 H0229 H0307 J0131 K0034 P0024
FR08605 	TRIPES A L'AUVERGNATE 	TRIPES A L'AUVERGNATE 	A0221 B1161 C0192 E0151 F0014 G0013 H0229 H0307 J0131 K0034 P0024
FR08610 	TRIPES A LA PROVENCALE 	TRIPES A LA PROVENCALE 	A0221 B1105 C0192 E0151 F0014 G0013 H0191 H0212 H0229 J0131 K0034 P0024
FR08612 	TRIPES A LA TOMATE 	TRIPES A LA TOMATE 	A0221 B1105 C0192 E0131 F0014 G0013 H0229 J0131 K0034 P0024
FR08615 	TRIPOUS D'AUVERGNE 	TRIPOUS D'AUVERGNE 	A0221 B1349 C0192 E0151 F0014 G0013 H0212 H0191 J0131 K0042 P0024
FR08625 	GRAS DOUBLE 	GRAS DOUBLE 	A0221 B1161 C0192 E0131 F0014 G0001 H0001 J0131 K0003 P0024
FR08635 	PIEDS DE MOUTON FARCIS DIT "A LA ROUENNAISE" 	PIEDS DE MOUTON FARCIS DIT "A LA ROUENNAISE" 	A0221 B1183 C0267 E0131 F0014 G0025 H0188 H0191 H0207 J0131 K0003 P0024
FR08640 	PIEDS ET PAQUETS DE MOUTON 	PIEDS ET PAQUETS DE MOUTON 	A0221 B1183 C0267 E0151 F0014 G0013 H0307 H0229 H0212 J0131 K0042 P0024 Z0041
FR08645 	PIEDS DE PORC FARCIS 	PIEDS DE PORC FARCIS 	A0221 B1136 C0267 E0131 F0014 G0001 H0229 H0207 H0191 J0131 K0003 P0024 Z0041
FR08700 	BOUDIN NOIR OU SAUCISSE DE SANG 	BOUDIN NOIR OU SAUCISSE DE SANG 	A0221 B1136 C0185 E0105 F0014 G0013 H0184 H0212 H0229 H0262 J0131 K0003 P0024 Z0094
FR08702 	BOUDIN NOIR DE PARIS 	BOUDIN NOIR DE PARIS 	A0221 B1136 C0185 E0105 F0014 G0013 H0212 H0262 J0131 K0003 P0024 Z0094
FR08705 	BOUDIN NOIR DE LYON 	BOUDIN NOIR DE LYON 	A0221 B1136 C0185 E0105 F0014 G0013 H0160 H0229 H0212 H0262 J0131 K0003 P0024 Z0094
FR08710 	BOUDIN NOIR DE NANCY 	BOUDIN NOIR DE NANCY 	A0221 B1136 C0185 E0105 F0014 G0013 H0229 H0205 H0147 H0262 H0160 H0297 J0131 K0003 P0024 Z0094
FR08715 	BOUDIN NOIR D'AUVERGNE 	BOUDIN NOIR D'AUVERGNE 	A0221 B1136 C0185 E0105 F0014 G0013 H0262 H0212 H0191 H0184 J0131 K0003 P0024 Z0094
FR08720 	BOUDIN NOIR AUDOIS 	BOUDIN NOIR AUDOIS 	A0221 B1136 C0267 E0105 F0014 G0013 H0262 H0212 H0307 J0131 K0003 P0024 Z0094 Z0040
FR08722 	BOUDIN NOIR DE VERDUN 	BOUDIN NOIR DE VERDUN 	A0221 B1136 C0185 E0105 F0014 G0013 H0191 H0262 H0212 H0184 H0229 J0131 K0003 P0024 Z0094
FR08725 	SAUCISSON NOIR FUME DIT "SCHWARZWURST" 	SAUCISSON NOIR FUME DIT "SCHWARZWURST" 	A0221 B1136 C0185 E0105 F0014 G0001 H0191 H0172 H0262 H0212 J0131 K0003 P0024 Z0095
FR08730 	BOUDIN NOIR DE STRASBOURG OU BOUDIN ALSACIEN 	BOUDIN NOIR DE STRASBOURG OU BOUDIN ALSACIEN 	A0221 B1136 C0185 E0105 F0014 G0013 H0152 H0172 H0184 H0262 H0212 J0131 K0003 P0024 Z0094
FR08735 	BOUDIN NOIR DE BOURGOGNE 	BOUDIN NOIR DE BOURGOGNE 	A0221 B1136 C0185 E0105 F0014 G0013 H0152 H0184 H0212 H0262 J0131 K0003 P0024 Z0094
FR08740 	BOUDIN NOIR DU POITOU 	BOUDIN NOIR DU POITOU 	A0221 B1136 C0185 E0105 F0014 G0013 H0186 H0152 H0184 H0212 H0296 H0136 J0131 K0003 P0024 Z0094
FR08742 	BOUDIN ANTILLAISE 	BOUDIN ANTILLAISE 	A0221 B1136 C0185 E0105 F0014 G0013 H0229 H0191 H0186 H0184 H0152 J0131 K0003 P0024 Z0093
FR08743 	BOUDIN NOIR ESPAGNOL 	BOUDIN NOIR ESPAGNOL 	A0221 B1134 C0253 E0105 F0014 G0013 H0191 H0307 H0212 H0229 J0131 K0003 P0024 Z0094
FR08745 	BOUDIN NOIR AUX POMMES 	BOUDIN NOIR AUX POMMES 	A0221 B1136 C0185 E0105 F0014 G0013 H0229 H0262 H0147 H0186 H0297 H0212 J0131 K0003 P0024 Z0094
FR08747 	BOUDIN NOIR AUX CHATAIGNES 	BOUDIN NOIR AUX CHATAIGNES 	A0221 B1136 C0185 E0105 F0014 G0013 H0229 H0262 H0212 H0177 J0131 K0003 P0024 Z0094
FR08750 	BOUDIN NOIR AUX NOIX 	BOUDIN NOIR AUX NOIX 	A0221 B1136 C0185 E0105 F0014 G0013 H0184 H0262 H0177 H0296 J0131 K0003 P0024 Z0094
FR08751 	BOUDIN NOIR FLAMANDE AUX RAISINS SECS 	BOUDIN NOIR FLAMANDE AUX RAISINS SECS 	A0221 B1136 C0185 E0105 F0014 G0013 H0212 H0229 H0158 H0262 H0147 J0131 K0003 P0024 Z0094
FR08753 	BOUDIN NOIR AUX LEGUMES ET HERBS 	BOUDIN NOIR AUX LEGUMES ET HERBS 	A0221 B1136 C0185 E0105 F0014 G0013 H0229 H0262 H0212 J0131 K0003 P0024 Z0094
FR08755 	BOUDIN NOIR DE LANGUE DIT "ZUNGENWURST" 	BOUDIN NOIR DE LANGUE DIT "ZUNGENWURST" 	A0221 B1136 C0185 E0105 F0014 G0013 H0262 H0212 J0131 K0003 P0024 Z0094
FR08760 	BOUDIN NOIR DU SUD-OUEST DIT "GALABART" 	BOUDIN NOIR DU SUD-OUEST DIT "GALABART" 	A0221 B1136 C0185 E0105 F0014 G0001 H0152 H0191 J0131 K0003 P0024 Z0094
FR08762 	BOUDIN NOIR LANDAISE 	BOUDIN NOIR LANDAISE 	A0221 B1136 C0267 E0105 F0014 G0013 H0212 H0307 H0262 H0229 J0131 K0003 P0024 Z0040
FR08765 	BOUTIFAR OU BOUTIFARON 	BOUTIFAR OU BOUTIFARON 	A0221 B1136 C0267 E0105 F0014 G0013 H0229 H0262 H0307 H0212 J0131 K0003 P0024 Z0094 Z0100 Z0040
FR08766 	GALABART 	GALABART 	A0221 B1136 C0267 E0105 F0014 G0013 H0307 H0229 H0262 H0212 J0131 K0003 P0024 Z0040 Z0094 Z0100
FR08770 	GOGUES 	GOGUES 	A0221 B1347 C0148 E0105 F0014 G0001 H0191 J0131 K0003 P0024 Z0100 Z0094
FR08775 	PRESSURE 	PRESSURE 	A0221 B1134 C0267 E0146 F0014 G0013 H0229 H0212 H0307 H0191 J0131 K0003 P0024 Z0100
FR08780 	BOUDIN NOIR SURFIN AMYLACE 	BOUDIN NOIR SURFIN AMYLACE 	A0221 B1136 C0185 E0105 F0014 G0001 H0146 H0262 H0212 J0131 K0003 P0024 Z0094
FR08781 	BOUDIN NOIR SURFIN 	BOUDIN NOIR SURFIN 	A0221 B1136 C0185 E0105 F0014 G0001 H0229 H0212 J0131 K0003 P0024 Z0094
FR08800 	BOUDIN BLANC 	BOUDIN BLANC 	A0221 B1297 C0270 E0105 F0014 G0013 H0160 H0184 H0229 H0186 H0262 J0131 K0003 P0024 Z0098 Z0094
FR08802 	BOUDIN BLANC A LA RICHELIEU 	BOUDIN BLANC A LA RICHELIEU 	A0221 B1297 C0270 E0105 F0014 G0013 H0262 H0160 H0229 H0184 H0186 H0166 J0131 K0003 P0024 Z0098 Z0094
FR08805 	BOUDIN BLANC HAVRAIS AMYLACE 	BOUDIN BLANC HAVRAIS AMYLACE 	A0221 B1136 C0253 E0105 F0014 G0013 H0146 H0186 H0184 H0152 H0229 J0131 K0003 P0024 Z0094 Z0098
FR08810 	BOUDIN BLANC DE PAYS DIT "MALSAT" 	BOUDIN BLANC DE PAYS DIT "MALSAT" 	A0221 B1136 C0269 E0105 F0014 G0013 H0186 H0152 H0229 J0131 K0003 P0024 Z0094
FR08812 	BOUDIN BLANC DE VOLAILLE 	BOUDIN BLANC DE VOLAILLE 	A0221 B1563 C0267 E0105 F0014 G0013 H0262 H0186 H0184 H0229 H0160 J0131 K0003 P0024 Z0094 Z0098
FR08815 	BOUGNETTE DE CASTRES 	BOUGNETTE DE CASTRES 	A0221 B1136 C0269 E0105 F0014 G0001 H0229 H0152 H0186 J0131 K0003 P0024
FR08820 	COUDENOU DE MAZAMET 	COUDENOU DE MAZAMET 	A0221 B1136 C0193 E0105 F0014 G0013 H0186 H0152 J0131 K0003 P0024 Z0094
FR08900 	QUENELLE 	QUENELLE 	A0221 B1297 C0270 E0105 F0014 G0013 H0262 H0186 H0152 H0297 J0131 K0003 P0024 Z0098 Z0096
FR08901 	QUENELLE DE VEAU 	QUENELLE DE VEAU 	A0221 B1349 C0270 E0105 F0014 G0013 H0184 H0262 H0186 H0152 J0131 K0003 P0024 Z0098 Z0096
FR08902 	QUENELLE DE VEAU AU BOUILLON 	QUENELLE DE VEAU AU BOUILLON 	A0221 B1349 C0270 E0105 F0014 G0013 H0262 H0152 H0184 H0186 J0131 K0042 P0024 Z0098 Z0096
FR08903 	QUENELLE DE VEAU EN SAUCE 	QUENELLE DE VEAU EN SAUCE 	A0221 B1349 C0270 E0105 F0014 G0013 H0186 H0184 H0152 H0262 J0131 K0034 P0024 Z0098 Z0096
FR08910 	QUENELLE DE VOLAILLE 	QUENELLE DE VOLAILLE 	A0221 B1563 C0270 E0105 F0014 G0013 H0186 H0184 H0262 H0152 J0131 K0003 P0024 Z0096 Z0004 Z0098
FR08911 	QUENELLE DE VOLAILLE AU BOUILLON 	QUENELLE DE VOLAILLE AU BOUILLON 	A0221 B1563 C0270 E0105 F0014 G0013 H0192 H0186 H0184 H0262 J0131 K0042 P0024 Z0004 Z0096 Z0098
FR08912 	QUENELLE DE VOLAILLE EN SAUCE 	QUENELLE DE VOLAILLE EN SAUCE 	A0221 B1563 C0270 E0105 F0014 G0013 H0184 H0186 H0152 H0262 J0131 K0034 P0024 Z0004 Z0096 Z0098
FR08930 	QUENELLE DE POISSON 	QUENELLE DE POISSON 	A0221 B1222 C0270 E0105 F0014 G0013 H0271 H0229 H0186 H0152 J0131 K0003 P0024 Z0098 Z0096
FR08931 	QUENELLE DE POISSON AU BOUILLON 	QUENELLE DE POISSON AU BOUILLON 	A0221 B1222 C0270 E0105 F0014 G0013 H0271 H0229 H0152 H0186 J0131 K0042 P0024 Z0098 Z0096
FR08932 	QUENELLE DE POISSON EN SAUCE 	QUENELLE DE POISSON EN SAUCE 	A0221 B1222 C0270 E0105 F0014 G0013 H0229 H0186 H0152 H0271 J0131 K0034 P0024 Z0098 Z0096
FR09000 	CEREALE, SANS SPECIFICATION 	CEREALE, SANS SPECIFICATION 	A0125 B1324 C0133 E0150 F0003 G0003 H0003 J0003 K0003 P0024
FR09010 	BLE TENDRE ENTIER OU FROMENT 	BLE TENDRE ENTIER OU FROMENT 	A0125 B1421 C0133 E0150 F0003 G0003 H0138 J0116 K0003 P0024
FR09060 	BLE DUR ENTIER 	BLE DUR ENTIER 	A0125 B1079 C0133 E0150 F0003 G0003 H0003 J0003 K0003 P0024
