FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
16337 	CONGER, DRIED 	CONGER, DRIED 	A0267 B2299 C0127 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
16342 	BLACK OREO DORY 	BLACK OREO DORY 	A0267 B2578 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16343 	CONGER EELS, FRESH 	CONGER EELS, FRESH 	A0267 B2299 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16344 	CONGER EELS, FROZEN 	CONGER EELS, FROZEN 	A0267 B2299 C0127 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
16345 	SMOOTH OREO DORY 	SMOOTH OREO DORY 	A0267 B2579 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
16346 	LOOKDOWN DORY 	LOOKDOWN DORY 	A0267 B2903 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
16545 	WALLEYE 	WALLEYE 	A0267 B1398 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16610 	GROPER 	GROPER 	A0267 B1989 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16612 	GROUNDFISH 	GROUNDFISH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
16770 	WRECKFISH, FRESH 	WRECKFISH, FRESH 	A0267 B1432 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16771 	WRECKFISH, FROZEN 	WRECKFISH, FROZEN 	A0267 B1432 C0127 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
16890 	BASS 	BASS 	A0267 B2665 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16963 	NORTH PACIFIC ROCKFISH, FRESH 	NORTH PACIFIC ROCKFISH, FRESH 	A0267 B1084 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
16983 	SEA BASS, FRESH 	SEA BASS, FRESH 	A0267 B2180 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
16984 	SEA BASS, CANNED 	SEA BASS, CANNED 	A0267 B2180 C0175 E0152 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
17010 	BARRAMUNDI 	BARRAMUNDI 	A0267 B2872 C0127 E0151 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
17011 	SEA PERCH, FROZEN 	SEA PERCH, FROZEN 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
17012 	SEA PERCH FILLETS 	SEA PERCH FILLETS 	A0267 B1222 C0268 E0152 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
17013 	SEA PERCH FILLETS, FROZEN 	SEA PERCH FILLETS, FROZEN 	A0267 B1222 C0268 E0152 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
17017 	SEA PERCH, DRIED 	SEA PERCH, DRIED 	A0267 B1222 C0127 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
17063 	SILLAGO WHITINGS, FRESH 	SILLAGO WHITINGS, FRESH 	A0267 B1640 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
17083 	TILEFISH, FRESH 	TILEFISH, FRESH 	A0267 B1520 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
17090 	GOLDEYE NOONFISH 	GOLDEYE NOONFISH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
17150 	RED SNAPPER 	RED SNAPPER 	A0267 B1089 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
17351 	GRUNT 	GRUNT 	A0267 B1813 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
17511 	MEAGRE, FROZEN, WHOLE 	MEAGRE, FROZEN, WHOLE 	A0267 B2863 C0127 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
17643 	LEPYDORHOMPUS BOSCII, FRESH 	LEPYDORHOMPUS BOSCII, FRESH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
17644 	LEPYDORHOMPUS BOSCII, FROZEN 	LEPYDORHOMPUS BOSCII, FROZEN 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
17645 	MEKA, FROZEN 	MEKA, FROZEN 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
17863 	YELLOW CROAKER 	YELLOW CROAKER 	A0267 B2487 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
17864 	YELLOW CROAKER, DRIED, SALTED 	YELLOW CROAKER, DRIED, SALTED 	A0267 B2487 C0127 E0151 F0001 G0003 H0138 H0173 J0116 K0001 M0001 N0001 P0024
17865 	YELLOW CROAKER, DRIED, IN OIL 	YELLOW CROAKER, DRIED, IN OIL 	A0267 B2487 C0175 E0151 F0001 G0003 H0138 H0221 J0116 K0026 M0001 N0001 P0024
17866 	YELLOW CROAKER, SALTED 	YELLOW CROAKER, SALTED 	A0267 B2487 C0175 E0151 F0001 G0003 H0173 J0001 K0001 M0001 N0001 P0024
17867 	YELLOW CROAKER, FROZEN 	YELLOW CROAKER, FROZEN 	A0267 B2487 C0175 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
17868 	YELLOW CROAKER, SALTED, IN OIL 	YELLOW CROAKER, SALTED, IN OIL 	A0267 B2487 C0175 E0151 F0001 G0003 H0173 H0221 J0001 K0026 M0001 N0001 P0024
17870 	CROAKER 	CROAKER 	A0267 B1794 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
17871 	CROAKER, FROZEN 	CROAKER, FROZEN 	A0267 B1794 C0127 E0151 F0001 G0003 H0003 J0136 K0003 M0001 N0001 P0024
17875 	CROAKER, SALTED 	CROAKER, SALTED 	A0267 B1794 C0127 E0151 F0001 G0003 H0173 J0001 K0001 M0001 N0001 P0024
17877 	CROAKER, DRIED 	CROAKER, DRIED 	A0267 B1794 C0127 E0151 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
17883 	CROAKER, FRESH 	CROAKER, FRESH 	A0267 B1794 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
17890 	KINGFISH 	KINGFISH 	A0267 B2198 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
18371 	PANDORA, FROZEN, WHOLE 	PANDORA, FROZEN, WHOLE 	A0267 B2871 C0127 E0131 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
18471 	DENTEX, FROZEN, WHOLE 	DENTEX, FROZEN, WHOLE 	A0267 B2857 C0127 E0151 F0001 G0003 H0001 J0136 K0003 M0001 N0001 P0024
18491 	BLACK BREAM, FROZEN, WHOLE 	BLACK BREAM, FROZEN, WHOLE 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0136 K0003 M0001 N0001 P0024
18543 	SAPPA SALPA, FRESH 	SAPPA SALPA, FRESH 	A0267 B1222 C0127 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
18583 	SEA BREAM, FRESH 	SEA BREAM, FRESH 	A0267 B2388 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
18584 	SEA BREAM, FROZEN 	SEA BREAM, FROZEN 	A0267 B2388 C0127 E0131 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
18585 	SEA BREAM, FILLETS, FROZEN 	SEA BREAM, FILLETS, FROZEN 	A0267 B2388 C0125 E0152 F0001 G0003 H0003 J0136 K0001 M0001 N0001 P0024
18586 	SEA BREAM, FILLETS 	SEA BREAM, FILLETS 	A0267 B2388 C0268 E0152 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
18587 	SEA BREAM, PAN READY 	SEA BREAM, PAN READY 	A0267 B2388 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
19590 	CUSK, FRESH 	CUSK, FRESH 	A0267 B2143 C0127 E0151 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024
19596 	EEL, SMOKED 	EEL, SMOKED 	A0267 B1278 C0127 E0151 F0001 G0001 H0253 H0118 J0001 K0003 M0001 N0001 P0024
19603 	EEL 	EEL 	A0267 B1278 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
19604 	EEL, FROZEN 	EEL, FROZEN 	A0267 B1278 C0127 E0151 F0003 G0003 H0003 J0136 K0003 M0001 N0001 P0024
19604A 	EEL, CANNED 	EEL, CANNED 	A0267 B1278 C0127 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0023 P0024
19610 	KINGKLIP 	KINGKLIP 	A0267 B2485 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
19613 	KINGKLIP, FILLETS 	KINGKLIP, FILLETS 	A0267 B2485 C0125 E0152 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
19950 	SCORPIONFISH, FRESH, WHOLE 	SCORPIONFISH, FRESH, WHOLE 	A0267 B1084 C0127 E0131 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
20010 	GURNARD 	GURNARD 	A0267 B2195 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20383 	GIANT STARGAZER, FILLETS, FRESH 	GIANT STARGAZER, FILLETS, FRESH 	A0267 B2877 C0125 E0152 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024
20384 	GEM FISH 	GEM FISH 	A0267 B2676 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20443 	FILEFISH 	FILEFISH 	A0267 B2132 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20483 	FLAKE 	FLAKE 	A0267 B1195 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20583 	ANGLERFISH 	ANGLERFISH 	A0267 B2401 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20584 	MONKFISH 	MONKFISH 	A0267 B2401 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
20584A 	ANGLERFISH, FROZEN, WHOLE 	ANGLERFISH, FROZEN, WHOLE 	A0267 B2401 C0127 E0150 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
20790 	GARFISH, FRESH 	GARFISH, FRESH 	A0267 B1417 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
20791 	GARFISH, FROZEN 	GARFISH, FROZEN 	A0267 B1417 C0127 E0151 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024
20794 	GARFISH, CANNED 	GARFISH, CANNED 	A0267 B1417 C0175 E0151 F0014 G0001 H0001 J0123 K0003 M0194 N0023 P0024
20810 	SAURY, FRESH 	SAURY, FRESH 	A0267 B1888 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20843 	PACIFIC SAURY, FRESH 	PACIFIC SAURY, FRESH 	A0267 B1890 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
20990 	BARRACUDA, FRESH 	BARRACUDA, FRESH 	A0267 B1540 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
20991 	BARRACUDA, FROZEN 	BARRACUDA, FROZEN 	A0267 B1540 C0127 E0151 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024
20992 	BARRACUDA, FILLETS 	BARRACUDA, FILLETS 	A0267 B1540 C0125 E0152 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
20995 	BARRACUDA, SALTED 	BARRACUDA, SALTED 	A0267 B1540 C0127 E0151 F0001 G0001 H0367 J0103 K0003 M0001 N0001 P0024
20997 	BARRACUDA, DRIED 	BARRACUDA, DRIED 	A0267 B1540 C0127 E0151 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
21070 	GREY MULLET, FRESH 	GREY MULLET, FRESH 	A0267 B1783 C0127 E0151 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024
21111 	MULLET, FROZEN 	MULLET, FROZEN 	A0267 B1287 C0127 E0151 F0001 G0001 H0001 J0136 K0003 M0001 N0001 P0024
21143 	MULLET, FRESH 	MULLET, FRESH 	A0267 B1287 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
21144 	RED MULLET, FROZEN 	RED MULLET, FROZEN 	A0267 B2567 C0127 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
21150 	SILVERSIDE 	SILVERSIDE 	A0267 B1884 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
21163 	SILVERFISH 	SILVERFISH 	A0267 B2488 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
21176 	MACKEREL, SMOKED 	MACKEREL, SMOKED 	A0267 B1043 C0127 E0151 F0001 G0001 H0118 J0106 K0003 M0001 N0001 P0024
21230 	THREADFIN 	THREADFIN 	A0267 B2253 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
21310 	BLUEFISH PORTIONS 	BLUEFISH PORTIONS 	A0267 B1512 C0175 E0152 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
21331 	ATLANTIC MACKEREL, FROZEN 	ATLANTIC MACKEREL, FROZEN 	A0267 B1790 C0127 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
21334 	ATLANTIC MACKEREL, CANNED 	ATLANTIC MACKEREL, CANNED 	A0267 B1790 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
21383 	HORSE MACKEREL, FRESH 	HORSE MACKEREL, FRESH 	A0267 B1166 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
21384 	CHUB MACKEREL, FRESH 	CHUB MACKEREL, FRESH 	A0267 B1570 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
21483 	SPANISH MACKEREL, FRESH 	SPANISH MACKEREL, FRESH 	A0267 B1571 C0127 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
21590 	SCAD, FRESH, WHOLE 	SCAD, FRESH, WHOLE 	A0267 B2424 C0127 E0131 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
21591 	SCAD, FROZEN, WHOLE 	SCAD, FROZEN, WHOLE 	A0267 B2424 C0127 E0131 F0001 G0001 H0003 J0136 K0003 M0001 N0001 P0024
21594 	SCAD, CANNED 	SCAD, CANNED 	A0267 B2424 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
21650 	TREVALLIES TRUNKS 	TREVALLIES TRUNKS 	A0267 B2651 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
21651 	TREVALLIES 	TREVALLIES 	A0267 B2651 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
21943 	DOLPHIN, SWEET, ROASTED FISH 	DOLPHIN, SWEET, ROASTED FISH 	A0267 B1918 C0127 E0151 F0014 G0005 H0001 J0001 K0001 M0001 N0001 P0024
22303 	CARDINAL FILLETS 	CARDINAL FILLETS 	A0267 B2936 C0125 E0152 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
22304 	CASTAGNETTA FILLETS 	CASTAGNETTA FILLETS 	A0267 B1222 C0268 E0152 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22305 	CHAZUKE FISH, PREPARED 	CHAZUKE FISH, PREPARED 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22306 	CHEE CHAI, DRIED 	CHEE CHAI, DRIED 	A0267 B1222 C0127 E0151 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
22307 	CHIKUWA 	CHIKUWA 	A0267 B1222 C0127 E0151 F0003 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22308 	CHILLI FISH, SMOKED 	CHILLI FISH, SMOKED 	A0267 B1222 C0127 E0150 F0001 G0001 H0172 J0001 K0001 M0001 N0001 P0024
22309 	CHILLY FISH 	CHILLY FISH 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22310 	TARAKIHI 	TARAKIHI 	A0267 B1910 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
22312 	ELEPHANT FISH 	ELEPHANT FISH 	A0267 B2269 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
22313 	HOKI 	HOKI 	A0267 B1838 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22314 	MARLIN, STRIPED 	MARLIN, STRIPED 	A0267 B1243 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
22315 	MOKI 	MOKI 	A0267 B1936 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
22316 	STARGAZER 	STARGAZER 	A0267 B2275 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
22317 	HAPUKU 	HAPUKU 	A0267 B1496 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22318 	WHITE WAREHOU 	WHITE WAREHOU 	A0267 B2679 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22320 	RIBALDO 	RIBALDO 	A0267 B2170 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22321 	SILVER WAREHOU 	SILVER WAREHOU 	A0267 B2679 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22322 	BULLHEAD 	BULLHEAD 	A0267 B2007 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22323 	ARCTIC CHAR 	ARCTIC CHAR 	A0267 B1332 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22324 	CHUB 	CHUB 	A0267 B1228 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22325 	SAUGER 	SAUGER 	A0267 B1670 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22326 	SUCKERS 	SUCKERS 	A0267 B1319 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22327 	BOLTI FISH 	BOLTI FISH 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22523 	HERRING 	HERRING 	A0267 B1414 C0127 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22524 	HERRING, FILLETS 	HERRING, FILLETS 	A0267 B1414 C0125 E0152 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22525 	HERRING TIDBITS, CANNED 	HERRING TIDBITS, CANNED 	A0267 B1414 C0175 E0152 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
22526 	HERRING, CANNED 	HERRING, CANNED 	A0267 B1414 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0001 N0001 P0024
22527 	HERRING, PICKLED 	HERRING, PICKLED 	A0267 B1414 C0175 E0151 F0001 G0001 H0190 J0001 K0001 M0001 N0001 P0024
22528 	HERRING, GRILLED 	HERRING, GRILLED 	A0267 B1414 C0175 E0151 F0014 G0006 H0001 J0001 K0001 M0001 N0001 P0024
22550 	SPANISH SARDINES, FRESH, WHOLE 	SPANISH SARDINES, FRESH, WHOLE 	A0267 B1392 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
22563 	SARDINES, FRESH 	SARDINES, FRESH 	A0267 B1558 C0127 E0150 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024
22564 	SARDINES, CANNED 	SARDINES, CANNED 	A0267 B1558 C0127 E0150 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
22683 	CHIRIMEN IRIKO 	CHIRIMEN IRIKO 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22684 	CHIRIMENJUAKO 	CHIRIMENJUAKO 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22685 	CHIRIMYUI GANAEGI 	CHIRIMYUI GANAEGI 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22686 	CHISMEN 	CHISMEN 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22687 	CHON FISH, DRIED 	CHON FISH, DRIED 	A0267 B1222 C0127 E0150 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
22688 	CHON FISH, FROZEN 	CHON FISH, FROZEN 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
22689 	COBBLER FILLET, FROZEN 	COBBLER FILLET, FROZEN 	A0267 B1084 C0125 E0152 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
22690 	CONPOY, DRIED 	CONPOY, DRIED 	A0267 B1222 C0127 E0150 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
22691 	CORBICULA 	CORBICULA 	A0267 B2646 C0173 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22692 	CORBICULA, PREPARED 	CORBICULA, PREPARED 	A0267 B2646 C0173 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22693 	COUDAL FIN 	COUDAL FIN 	A0267 B1222 C0127 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
22694 	COUPOY, DRIED 	COUPOY, DRIED 	A0267 B1222 C0127 E0150 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
22695 	CREAMFISH 	CREAMFISH 	A0267 B2146 C0127 E0151 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
22696 	CREAMFISH FILLETS, FROZEN 	CREAMFISH FILLETS, FROZEN 	A0267 B2146 C0125 E0152 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
22698 	ALUMAHAN FISH, DRIED 	ALUMAHAN FISH, DRIED 	A0267 B1222 C0127 E0150 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
22699 	DILIS FISH, DRIED 	DILIS FISH, DRIED 	A0267 B1222 C0127 E0150 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
22931 	PILCHARD, FROZEN 	PILCHARD, FROZEN 	A0267 B1558 C0127 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
22934 	PILCHARD, CANNED 	PILCHARD, CANNED 	A0267 B1558 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0001 N0001 P0024
22935 	PILCHARD IN TOMATO SAUCE 	PILCHARD IN TOMATO SAUCE 	A0267 B1558 C0175 E0151 F0001 G0001 H0212 H0227 J0001 K0037 M0001 N0001 P0024
22954 	SPRAT, CANNED 	SPRAT, CANNED 	A0267 B1235 C0127 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
22963 	SPRAT 	SPRAT 	A0267 B1235 C0127 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
22964 	BRISLING, FRESH 	BRISLING, FRESH 	A0267 B1235 C0127 E0151 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024
23070 	ANCHOVY, FRESH 	ANCHOVY, FRESH 	A0267 B1554 C0127 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
23071 	ANCHOVY, FROZEN 	ANCHOVY, FROZEN 	A0267 B1554 C0127 E0150 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
23072 	ANCHOVY FILLETS 	ANCHOVY FILLETS 	A0267 B1554 C0125 E0131 F0001 G0001 H0003 J0001 K0001 M0001 N0001 P0024
23074 	ANCHOVY, CANNED 	ANCHOVY, CANNED 	A0267 B1554 C0173 E0150 F0014 G0003 H0001 K0001 J0123 M0194 N0001 P0024
23077 	ANCHOVY, DRIED 	ANCHOVY, DRIED 	A0267 B1554 C0173 E0150 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024
23094 	ANCHOVY FILLETS, CANNED IN OIL 	ANCHOVY FILLETS, CANNED IN OIL 	A0267 B1554 C0125 E0150 F0014 G0001 H0221 J0123 K0026 M0001 N0001 P0024
23097 	ANCHOVY FILLETS, DRIED 	ANCHOVY FILLETS, DRIED 	A0267 B1554 C0125 E0150 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024
23098 	ANCHOVIES PATE 	ANCHOVIES PATE 	A0267 B1554 C0173 E0144 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
23103 	ANCHOVY, FRIED 	ANCHOVY, FRIED 	A0267 B1554 C0173 E0151 F0014 G0024 H0001 J0001 K0001 M0001 N0001 P0024
23104 	ANCHOVIES, LONG TAILED 	ANCHOVIES, LONG TAILED 	A0267 B1554 C0173 E0150 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
23105 	ANCHOVIES, LONG TAILED, CANNED 	ANCHOVIES, LONG TAILED, CANNED 	A0267 B1554 C0173 E0150 F0014 G0001 H0001 J0123 K0001 M0001 N0001 P0024
23106 	ANCHOVIES, SALTED 	ANCHOVIES, SALTED 	A0267 B1554 C0173 E0150 F0001 G0001 H0367 J0103 K0001 M0001 N0001 P0024
23107 	ANCHOVIES, SPICED 	ANCHOVIES, SPICED 	A0267 B1554 C0173 E0150 F0001 G0001 H0151 J0001 K0001 M0001 N0001 P0024
23531 	BONITO, PLAIN, FRESH 	BONITO, PLAIN, FRESH 	A0267 B1264 C0175 E0151 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
23534 	BONITO, PLAIN, CANNED 	BONITO, PLAIN, CANNED 	A0267 B1264 C0173 E0150 F0014 G0001 H0003 J0123 K0001 M0194 N0001 P0024
23550 	ATLANTIC BONITO, FRESH 	ATLANTIC BONITO, FRESH 	A0267 B1792 C0127 E0151 F0003 G0003 H0001 J0001 K0001 M0001 N0001 P0024
23551 	ATLANTIC BONITO, FROZEN 	ATLANTIC BONITO, FROZEN 	A0267 B1792 C0127 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
23554 	ATLANTIC BONITO, CANNED 	ATLANTIC BONITO, CANNED 	A0267 B1792 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
23570 	ORIENTAL BONITO 	ORIENTAL BONITO 	A0267 B2189 C0127 E0151 F0001 G0003 H0001 J0001 K0001 M0001 N0001 P0024
23571 	ORIENTAL BONITO, FROZEN 	ORIENTAL BONITO, FROZEN 	A0267 B2189 C0127 E0151 F0001 G0001 H0001 J0136 K0001 M0001 N0001 P0024
23572 	ORIENTAL BONITO FILLETS 	ORIENTAL BONITO FILLETS 	A0267 B2189 C0125 E0152 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
23574 	ORIENTAL BONITO, CANNED 	ORIENTAL BONITO, CANNED 	A0267 B2189 C0175 E0151 F0014 G0001 H0001 J0123 K0001 M0194 N0001 P0024
23577 	ORIENTAL BONITO, DRIED 	ORIENTAL BONITO, DRIED 	A0267 B2189 C0127 E0151 F0001 G0001 H0138 J0116 K0001 M0001 N0001 P0024
23580 	ORIENTAL BONITO GUTS 	ORIENTAL BONITO GUTS 	A0267 B2189 C0218 E0151 F0001 G0001 H0001 J0001 K0001 M0001 N0001 P0024
