FOODID	ORIGFDNM	ENGFDNAM	LANGUALCODES
CR0739	NORTHERN BEAN, COOKED	NORTHERN BEAN, COOKED	A0152 B1027 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR0740	NAVY BEAN, WHITE, COOKED	NAVY BEAN, WHITE, COOKED	A0152 B1560 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR0741	WHITE BEAN, DRY	WHITE BEAN, DRY	A0152 B1999 C0133 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0742	SPLIT PEAS, COOKED	SPLIT PEAS, COOKED	A0152 B1338 C0155 E0116 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR0743	SPLIT PEAS, DRY	SPLIT PEAS, DRY	A0152 B1338 C0155 E0116 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0749	LIMA BEAN, IMMATURE, AGGREGATE (RAW, COOKED, FROZEN)	LIMA BEAN, IMMATURE, AGGREGATE (RAW, COOKED, FROZEN)	A0152 B1397 C0133 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024 Z0051
CR0750	LIMA BEAN, MATURE, AGGREGATE (COOKED, CANNED)	LIMA BEAN, MATURE, AGGREGATE (COOKED, CANNED)	A0152 B1397 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024 Z0052
CR0751	LIMA BEAN, DRY, MATURE, UNCOOKED	LIMA BEAN, DRY, MATURE, UNCOOKED	A0152 B1397 C0133 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024 Z0052
CR0752	LIMA BEAN, IMMATURE, AGGREGATE (COOKED, CANNED)	LIMA BEAN, IMMATURE, AGGREGATE (COOKED, CANNED)	A0152 B1397 C0133 E0150 F0014 G0001 H0001 J0001 K0001 M0001 N0001 P0024 Z0051
CR0753	LIMA BEAN, IMMATURE, RAW	LIMA BEAN, IMMATURE, RAW	A0152 B1397 C0133 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024 Z0051
CR0760	PINTO BEAN, AGGREGATE (COOKED, CANNED)	PINTO BEAN, AGGREGATE (COOKED, CANNED)	A0152 B1368 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR0761	PINTO BEAN, DRY	PINTO BEAN, DRY	A0152 B1368 C0133 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0762	SOYBEAN, AGGREGATE (COOKED, CANNED)	SOYBEAN, AGGREGATE (COOKED, CANNED)	A0152 B1452 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR0763	SOYBEAN, RAW	SOYBEAN, RAW	A0152 B1452 C0133 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0764	SOY GRITS	SOY GRITS	A0149 B1452 C0155 E0101 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0765	SOY MILK, DRY	SOY MILK, DRY	A0182 B1452 C0133 E0106 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0767	SOY SAUCE	SOY SAUCE	A0263 B1047 C0155 E0123 F0014 G0003 H0102 J0001 K0003 M0001 N0001 P0024
CR0768	SWEET AND SOUR SAUCE	SWEET AND SOUR SAUCE	A0263 B1012 C0271 E0135 F0014 G0001 H0200 H0368 H0117 H0151 J0001 K0003 M0001 N0001 P0024
CR0769	TARTAR SAUCE	TARTAR SAUCE	A0136 B1017 C0190 E0110 F0001 G0003 H0185 H0200 H0212 H0229 H0190 H0306 H0123 J0001 K0003 M0001 N0001 P0024
CR0770	KIDNEY BEAN, CANNED	KIDNEY BEAN, CANNED	A0152 B1113 C0133 E0150 F0014 G0003 H0259 J0123 K0011 M0194 N0001 P0024
CR0771	KIDNEY BEAN, DRY	KIDNEY BEAN, DRY	A0152 B1113 C0133 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0772	BLACK BEAN, COOKED	BLACK BEAN, COOKED	A0152 B2133 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR0773	BLACK BEAN, DRY	BLACK BEAN, DRY	A0152 B2133 C0133 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0774	BLACKEYED PEAS, COOKED	BLACKEYED PEAS, COOKED	A0152 B1100 C0133 E0150 F0014 G0003 H0259 J0001 K0003 M0001 N0001 P0024
CR0775	BLACKEYED PEAS, AGGREGATE (FROZEN, COOKED)	BLACKEYED PEAS, AGGREGATE (FROZEN, COOKED)	A0152 B1100 C0133 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0776	BLACKEYED PEAS, CANNED	BLACKEYED PEAS, CANNED	A0152 B1100 C0133 E0150 F0014 G0003 H0001 J0123 K0001 M0194 N0001 P0024
CR0777	BLACKEYED PEAS, DRY	BLACKEYED PEAS, DRY	A0152 B1100 C0133 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0778	LENTIL, AGGREGATE (DRY, COOKED)	LENTIL, AGGREGATE (DRY, COOKED)	A0152 B1268 C0155 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR0779	LENTIL, DRY	LENTIL, DRY	A0152 B1268 C0155 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0810	BAKED BEANS	BAKED BEANS	A0152 B1061 C0133 E0150 F0014 G0001 H0212 H0227 J0001 K0037 M0001 N0001 P0024
CR0821	BRAZILNUT, RAW	BRAZILNUT, RAW	A0260 B1463 C0133 E0150 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0822	COCONUT, RAW	COCONUT, RAW	A0260 B1536 C0132 E0151 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0823	ALMOND, RAW	ALMOND, RAW	A0260 B1272 C0155 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR0824	WALNUT, RAW	WALNUT, RAW	A0260 B1290 C0155 E0150 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024
CR0825	PECAN, RAW	PECAN, RAW	A0260 B1320 C0155 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0830	PEANUT	PEANUT	A0260 B1337 C0155 E0150 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR0840	PEANUT BUTTER	PEANUT BUTTER	A0260 B1337 C0132 E0144 F0014 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0860	SUNFLOWER SEED, ROASTED	SUNFLOWER SEED, ROASTED	A0305 B1547 C0132 E0150 F0014 G0025 H0391 H0233 H0138 J0001 K0003 M0001 N0001 P0024
CR0861	SESAME SEED, RAW	SESAME SEED, RAW	A0305 B1226 C0155 E0150 F0001 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR0865	BREAD CRUMBS, PLAIN	BREAD CRUMBS, PLAIN	A0178 B1312 C0208 E0117 F0014 G0001 H0138 H0256 H0227 J0116 K0003 M0001 N0001 P0024
CR0866	BREAD STUFFING	BREAD STUFFING	A0178 B1312 C0208 E0122 F0014 G0005 H0117 H0272 H0256 J0001 K0003 M0001 N0001 P0024
CR0867	CHICKEN SEASONING AND COATING, SHAKE N BAKE	CHICKEN SEASONING AND COATING, SHAKE N BAKE	A0133 B1312 C0208 E0117 F0014 G0001 H0138 H0197 H0263 H0174 H0106 H0151 H0256 H0227 J0116 K0003 M0155 N0001 P0024
CR0870	WHITE BREAD	WHITE BREAD	A0178 B1312 C0208 E0151 F0014 G0003 H0136 H0256 J0001 K0003 M0001 N0001 P0024
CR0880	HAMBURGER BUN	HAMBURGER BUN	A0178 B1312 C0208 E0105 F0014 G0003 H0136 H0256 J0001 K0003 M0001 N0001 P0024
CR0885	HARD ROLL	HARD ROLL	A0178 B1312 C0208 E0105 F0014 G0005 H0256 H0117 J0001 K0003 M0001 N0001 P0024
CR0920	VIENNA FRENCH BREAD	VIENNA FRENCH BREAD	A0178 B1312 C0208 E0147 F0014 G0005 H0256 H0117 J0001 K0003 M0001 N0001 P0024
CR0930	ITALIAN BREAD	ITALIAN BREAD	A0178 B1312 C0208 E0147 F0014 G0005 H0117 H0256 J0001 K0003 M0001 N0001 P0024
CR0950	RAISIN BREAD	RAISIN BREAD	A0178 B1312 C0208 E0151 F0014 G0005 H0256 H0147 H0136 J0001 K0003 M0001 N0001 P0024
CR0970	SWEET ROLL	SWEET ROLL	A0178 B1312 C0208 E0147 F0014 G0005 H0136 H0227 H0256 J0001 K0003 M0001 N0001 P0024
CR0980	BAGEL	BAGEL	A0178 B1312 C0208 E0105 F0014 G0005 H0227 H0256 J0001 K0003 M0001 N0001 P0024
CR0993	BRAN MUFFIN	BRAN MUFFIN	A0183 B1312 C0208 E0105 F0014 G0005 H0184 H0318 H0186 J0001 K0003 M0001 N0001 P0024
CR1010	WHOLE WHEAT BREAD	WHOLE WHEAT BREAD	A0178 B1312 C0133 E0151 F0014 G0005 H0227 H0256 J0001 K0003 M0001 N0001 P0024
CR1011	WHEAT BREAD, HOMEMADE	WHEAT BREAD, HOMEMADE	A0178 B1312 C0155 E0147 F0014 G0005 H0256 H0227 J0001 K0003 M0001 N0001 P0024 Z0109
CR1012	ZUCCHINI BREAD, HOMEMADE	ZUCCHINI BREAD, HOMEMADE	A0183 B1312 C0208 E0151 F0014 G0005 H0212 H0158 H0186 H0227 J0001 K0003 M0001 N0001 P0024 Z0109
CR1020	WHEAT BREAD, CRACKED	WHEAT BREAD, CRACKED	A0178 B1312 C0208 E0147 F0014 G0005 H0152 H0224 H0256 J0001 K0003 M0001 N0001 P0024
CR1030	RYE BREAD	RYE BREAD	A0178 B1312 C0208 E0147 F0014 G0005 H0337 H0256 H0227 J0001 K0003 M0001 N0001 P0024
CR1040	BISCUIT, REFRIGERATED, BAKED	BISCUIT, REFRIGERATED, BAKED	A0283 B1312 C0208 E0147 F0014 G0005 H0221 H0227 J0001 K0003 M0001 N0001 P0024
CR1041	BISCUIT MIX	BISCUIT MIX	A0283 B1312 C0208 E0106 F0001 G0001 H0221 H0138 J0116 K0003 M0001 N0001 P0024 Z0090
CR1050	CORNBREAD	CORNBREAD	A0283 B1379 C0155 E0147 F0014 G0005 H0319 H0184 H0227 H0186 J0001 K0003 M0001 N0001 P0024
CR1070	TORTILLA, CORN	TORTILLA, CORN	A0107 B1379 C0155 E0153 F0014 G0003 H0206 J0001 K0003 M0001 N0001 P0024
CR1080	TORTILLA, WHEAT	TORTILLA, WHEAT	A0107 B1312 C0208 E0153 F0014 G0001 H0221 J0001 K0003 M0001 N0001 P0024
CR1090	CHOCOLATE CAKE	CHOCOLATE CAKE	A0210 B1012 C0210 E0146 F0014 G0005 H0319 H0231 H0119 H0253 H0117 H0186 H0184 J0001 K0003 M0001 N0001 P0024
CR1095	CHEESECAKE, HOMEMADE	CHEESECAKE, HOMEMADE	A0222 B1201 C0245 E0105 F0014 G0005 H0319 H0158 H0143 H0101 H0200 H0186 J0001 K0003 M0001 N0001 P0024 Z0109
CR1100	YELLOW CAKE	YELLOW CAKE	A0210 B1312 C0208 E0146 F0014 G0005 H0158 H0221 H0186 H0184 J0001 K0003 M0001 N0001 P0024
CR1101	SPONGE CAKE, FRUIT-FILLED	SPONGE CAKE, FRUIT-FILLED	A0210 B1012 C0210 E0147 F0014 G0005 H0256 H0227 H0186 H0147 H0319 J0001 K0003 M0001 N0001 P0024
CR1105	YELLOW CAKE MIX	YELLOW CAKE MIX	A0210 B1012 C0108 E0106 F0001 G0003 H0319 H0221 H0227 H0150 H0138 J0116 K0003 M0001 N0001 P0024 Z0090
CR1110	CHOCOLATE SANDWICH COOKIE	CHOCOLATE SANDWICH COOKIE	A0203 B1012 C0210 E0140 F0014 G0005 H0119 H0253 H0319 H0207 H0221 H0227 H0231 J0001 K0003 M0001 N0001 P0024
CR1120	CHOCOLATE CHIP COOKIE	CHOCOLATE CHIP COOKIE	A0203 B1312 C0208 E0140 F0014 G0005 H0158 H0231 H0119 H0253 H0221 H0186 J0001 K0003 M0001 N0001 P0024
CR1121	PEANUT BUTTER BAR COOKIE	PEANUT BUTTER BAR COOKIE	A0203 B1312 C0208 E0140 F0014 G0005 H0221 H0124 H0158 H0227 H0186 H0391 J0001 K0003 M0001 N0001 P0024
CR1125	FIG BAR COOKIE	FIG BAR COOKIE	A0203 B1302 C0140 E0140 F0014 G0005 H0136 H0319 H0221 H0227 H0207 J0001 K0003 M0001 N0001 P0024
CR1126	TRISCUIT WHEAT CRACKER	TRISCUIT WHEAT CRACKER	A0242 B1312 C0133 E0140 F0014 G0003 H0263 H0174 J0001 K0003 M0001 N0001 P0024
CR1130	VANILLA COOKIE, UNFILLED	VANILLA COOKIE, UNFILLED	A0203 B1312 C0208 E0140 F0014 G0005 H0228 H0158 H0221 H0186 J0001 K0003 M0001 N0001 P0024
CR1150	OATMEAL COOKIE WITH RAISINS	OATMEAL COOKIE WITH RAISINS	A0203 B1219 C0133 E0140 F0014 G0005 H0221 H0227 H0319 H0186 H0147 J0001 K0003 M0001 N0001 P0024
CR1155	GRANOLA BAR, OATS N' HONEY	GRANOLA BAR, OATS N' HONEY	A0203 B1219 C0133 E0140 F0014 G0001 H0221 H0158 H0227 H0149 J0001 K0003 M0001 N0001 P0024
CR1160	APPLE PIE	APPLE PIE	A0253 B1245 C0229 E0105 F0014 G0005 H0207 H0319 H0158 H0117 J0001 K0003 M0001 N0001 P0024
CR1161	KARELIAN PIE, FINNISH	KARELIAN PIE, FINNISH	A0100 B1322 C0133 E0147 F0014 G0005 H0319 H0337 H0227 H0207 J0001 K0003 M0001 N0001 P0024 F00I
CR1165	PECAN PIE, FROZEN	PECAN PIE, FROZEN	A0253 B1379 C0271 E0105 F0001 G0001 H0177 H0117 H0186 H0319 H0207 J0136 K0003 M0001 N0001 P0024
CR1170	DOUGHNUT, CAKE TYPE, POWDERED SUGAR COVERED	DOUGHNUT, CAKE TYPE, POWDERED SUGAR COVERED	A0248 B1312 C0208 E0105 F0014 G0029 H0184 H0263 H0158 H0186 H0227 H0233 J0001 K0003 M0001 N0001 P0024
CR1180	DOUGHNUT, YEAST RISEN, PLAIN	DOUGHNUT, YEAST RISEN, PLAIN	A0248 B1312 C0208 E0105 F0014 G0029 H0263 H0158 H0186 H0227 H0233 H0256 J0001 K0003 M0001 N0001 P0024
CR1190	BREAKFAST TART	BREAKFAST TART	A0253 B1347 C0174 E0140 F0014 G0001 H0136 H0207 H0117 H0319 J0001 K0003 M0001 N0001 P0024
CR1200	COFFEE CAKE	COFFEE CAKE	A0210 B1312 C0208 E0105 F0014 G0005 H0158 H0221 H0186 H0227 J0001 K0003 M0001 N0001 P0024
CR1210	GRAHAM CRACKER, PLAIN	GRAHAM CRACKER, PLAIN	A0203 B1312 C0208 E0140 F0014 G0005 H0158 J0001 K0003 M0001 N0001 P0024
CR1215	CRACKER, NOT FURTHER SPECIFIED	CRACKER, NOT FURTHER SPECIFIED	A0242 B1324 C0155 E0147 F0014 G0005 H0221 H0227 J0001 K0003 M0001 N0001 P0024
CR1220	BUTTER CRACKER	BUTTER CRACKER	A0242 B1312 C0208 E0153 F0014 G0001 H0221 H0136 J0001 K0003 M0001 N0001 P0024
CR1230	CHEESE CRACKER	CHEESE CRACKER	A0242 B1312 C0208 E0147 F0014 G0001 H0221 H0143 H0107 H0253 H0117 J0001 K0003 M0001 N0001 P0024
CR1235	STONE GROUND CRACKER	STONE GROUND CRACKER	A0242 B1312 C0208 E0147 F0014 G0005 H0227 H0263 H0174 J0001 K0003 M0001 N0001 P0024
CR1240	CRACKER, SALTINE OR SODA	CRACKER, SALTINE OR SODA	A0242 B1312 C0208 E0153 F0014 G0001 H0221 H0256 H0227 J0001 K0003 M0001 N0001 P0024
CR1241	WHOLE WHEAT CRACKER	WHOLE WHEAT CRACKER	A0242 B1312 C0133 E0153 F0014 G0001 H0263 H0117 J0001 K0003 M0001 N0001 P0024
CR1244	MELBA TOAST CRACKER	MELBA TOAST CRACKER	A0242 B1312 C0208 E0145 F0014 G0010 H0263 H0256 H0138 J0001 K0003 M0001 N0001 P0024
CR1260	CORN CHIP SNACK	CORN CHIP SNACK	A0228 B1379 C0155 E0153 F0014 G0029 H0206 H0334 H0173 J0001 K0003 M0001 N0001 P0024
CR1265	CORN SNACK, CHEESE COATED	CORN SNACK, CHEESE COATED	A0228 B1379 C0155 E0140 F0014 G0001 H0263 H0253 H0143 H0173 H0107 H0150 H0268 J0003 K0003 M0001 N0001 P0024
CR1270	PRETZEL	PRETZEL	A0228 B1312 C0208 E0147 F0014 G0005 H0173 H0256 J0001 K0003 M0001 N0001 P0024
CR1280	POPCORN, POPPED	POPCORN, POPPED	A0228 B1454 C0133 E0131 F0014 G0009 H0003 J0001 K0003 M0001 N0001 P0024
CR1281	POPCORN, UNPOPPED	POPCORN, UNPOPPED	A0228 B1454 C0133 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1300	PANCAKE	PANCAKE	A0194 B1201 C0235 E0140 F0014 G0008 H0319 H0186 H0221 J0001 K0003 M0001 N0001 P0024
CR1301	PANCAKE MIX	PANCAKE MIX	A0194 B1312 C0208 E0106 F0001 G0003 H0320 H0158 H0138 J0116 K0003 M0156 N0001 P0024 Z0090
CR1302	BLOOD PANCAKE, FINNISH	BLOOD PANCAKE, FINNISH	A0194 B1134 C0185 E0140 F0014 G0026 H0186 H0184 H0337 H0152 H0227 J0001 K0003 M0001 N0001 P0024 F00I
CR1310	WAFFLE, FROZEN, COOKED	WAFFLE, FROZEN, COOKED	A0194 B1312 C0208 E0140 F0014 G0004 H0221 H0186 H0184 H0241 J0001 K0003 M0001 N0001 P0024
CR1330	EGG NOODLE, COOKED	EGG NOODLE, COOKED	A0275 B1079 C0133 E0153 F0014 G0015 H0186 H0259 J0001 K0003 M0001 N0001 P0024
CR1331	EGG NOODLE, UNCOOKED	EGG NOODLE, UNCOOKED	A0275 B1079 C0133 E0153 F0001 G0001 H0138 H0186 J0116 K0003 M0001 N0001 P0024
CR1332	SPAGHETTI MACARONI, SEMOLINA	SPAGHETTI MACARONI, SEMOLINA	A0275 B1079 C0208 E0153 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR1333	SPAGHETTI MACARONI, SEMOLINA, FARINA	SPAGHETTI MACARONI, SEMOLINA, FARINA	A0275 B1312 C0208 E0153 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1334	WHEAT AND RYE MEAL	WHEAT AND RYE MEAL	A0149 B1312 C0155 E0117 F0001 G0003 H0138 H0337 J0116 K0003 M0001 N0001 P0024
CR1335	MEAL, ROASTED, TALKKUNA, FINNISH	MEAL, ROASTED, TALKKUNA, FINNISH	A0125 B1230 C0155 E0111 F0014 G0005 H0319 H0322 H0337 H0227 H0259 H0242 J0001 K0003 M0001 N0001 P0024 F00I
CR1336	BARLEY MEAL	BARLEY MEAL	A0149 B1230 C0133 E0117 F0001 G0003 H0138 J0001 K0003 M0001 N0001 P0024
CR1337	RYE MEAL	RYE MEAL	A0149 B1313 C0208 E0117 F0001 G0001 H0138 J0116 K0003 M0001 N0001 P0024
CR1338	CORN MEAL	CORN MEAL	A0149 B1379 C0155 E0117 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1339	WHEAT MEAL	WHEAT MEAL	A0149 B1312 C0133 E0117 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1340	CORN GRITS, COOKED	CORN GRITS, COOKED	A0149 B1379 C0208 E0110 F0014 G0013 H0259 H0206 J0001 K0003 M0001 N0001 P0024
CR1350	OATMEAL, COOKED	OATMEAL, COOKED	A0258 B1219 C0133 E0110 F0014 G0013 H0259 H0239 J0001 K0003 M0001 N0001 P0024
CR1351	OATS, RAW	OATS, RAW	A0125 B1219 C0133 E0150 F0003 G0003 H0003 J0001 K0003 M0001 N0001 P0024
CR1352	FLOUR, ALL PURPOSE	FLOUR, ALL PURPOSE	A0149 B1312 C0208 E0106 F0001 G0003 H0138 H0181 H0194 H0309 H0310 H0311 H0197 H0152 J0116 K0003 M0001 N0001 P0024
CR1353	WHOLE WHEAT FLOUR	WHOLE WHEAT FLOUR	A0149 B1312 C0133 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1354	CAKE FLOUR	CAKE FLOUR	A0149 B1421 C0208 E0106 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1356	BREAD FLOUR	BREAD FLOUR	A0149 B1312 C0208 E0106 F0001 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1360	WHITE RICE, COOKED	WHITE RICE, COOKED	A0125 B1322 C0208 E0150 F0014 G0018 H0001 J0001 K0003 M0001 N0001 P0024
CR1361	WHITE RICE, RAW	WHITE RICE, RAW	A0125 B1322 C0208 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1362	BROWN RICE, RAW	BROWN RICE, RAW	A0125 B1322 C0133 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1363	BROWN RICE, COOKED	BROWN RICE, COOKED	A0125 B1322 C0133 E0150 F0014 G0018 H0001 J0001 K0003 M0001 N0001 P0024
CR1364	BULGAR, RAW	BULGAR, RAW	A0149 B1312 C0133 E0100 F0018 G0001 H0220 H0138 J0116 K0003 M0001 N0001 P0024
CR1365	MILLET, RAW	MILLET, RAW	A0125 B1285 C0133 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1366	MILLET, COOKED	MILLET, COOKED	A0125 B1285 C0133 E0150 F0014 G0001 H0259 J0001 K0003 M0001 N0001 P0024
CR1367	WILD RICE, RAW	WILD RICE, RAW	A0125 B1375 C0133 E0150 F0003 G0003 H0001 J0001 K0003 M0001 N0001 P0024
CR1368	SPANISH RICE	SPANISH RICE	A0152 B1322 C0155 E0104 F0014 G0001 H0212 H0227 H0151 J0001 K0003 M0001 N0001 P0024
CR1369	FRIED RICE	FRIED RICE	A0172 B1322 C0208 E0104 F0014 G0026 H0233 H0227 H0186 H0117 H0102 H0253 J0001 K0003 M0001 N0001 P0024
CR1370	FARINA, COOKED	FARINA, COOKED	A0258 B1312 C0208 E0134 F0014 G0018 H0259 J0001 K0003 M0001 N0001 P0024
CR1371	FARINA, UNCOOKED	FARINA, UNCOOKED	A0258 B1312 C0208 E0117 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1372	WHOLE WHEAT CEREAL, COOKED	WHOLE WHEAT CEREAL, COOKED	A0258 B1312 C0133 E0110 F0014 G0013 H0259 J0001 K0003 M0001 N0001 P0024
CR1375	BARLEY, RAW	BARLEY, RAW	A0125 B1230 C0133 E0150 F0003 G0003 H0138 J0116 K0003 M0001 N0001 P0024
CR1376	AMARANTH, AGGREGATE (RAW, COOKED)	AMARANTH, AGGREGATE (RAW, COOKED)	A0152 B1717 C0200 E0150 F0001 G0001 H0001 J0001 K0003 M0001 N0001 P0024
CR1379	CORN FLAKES CEREAL, NOT FURTHER SPECIFIED	CORN FLAKES CEREAL, NOT FURTHER SPECIFIED	A0258 B1379 C0155 E0153 F0014 G0003 H0138 H0136 H0227 H0274 J0116 K0003 M0001 N0001 P0024
CR1380	ALL-BRAN CEREAL	ALL-BRAN CEREAL	A0258 B1312 C0111 E0153 F0014 G0003 H0158 H0138 H0224 H0215 H0309 H0311 H0310 H0181 H0214 H0100 H0194 H0316 H0273 H0216 J0116 K0003 M0155 N0001 P0024
CR1385	ALPHA-BITS CEREAL	ALPHA-BITS CEREAL	A0258 B1219 C0132 E0140 F0014 G0003 H0158 H0106 H0316 H0138 H0214 H0320 H0309 H0310 H0311 H0181 H0194 H0192 H0273 H0216 J0116 K0003 M0155 N0001 P0024
CR1390	BRAN FLAKES CEREAL	BRAN FLAKES CEREAL	A0258 B1312 C0155 E0153 F0014 G0001 H0138 H0274 H0318 H0158 H0227 H0194 H0309 H0310 H0311 H0181 H0273 H0216 H0214 J0116 K0003 M0155 N0001 P0024
CR1395	BOOBERRY CEREAL	BOOBERRY CEREAL	A0258 B1012 C0210 E0147 F0014 G0003 H0138 H0322 H0320 H0194 H0162 H0215 H0150 H0228 H0309 H0310 H0311 H0181 H0316 H0216 H0214 H0178 J0116 K0003 M0155 N0001 P0024
CR1400	BRAN FLAKES WITH RAISINS CEREAL	BRAN FLAKES WITH RAISINS CEREAL	A0258 B1312 C0135 E0151 F0018 G0003 H0138 H0147 H0227 H0136 J0116 K0003 M0155 N0001 P0024
CR1401	BRAN BUDS CEREAL	BRAN BUDS CEREAL	A0258 B1312 C0111 E0153 F0014 G0003 H0158 H0224 H0138 H0316 H0216 H0215 H0181 H0214 H0273 H0194 H0309 H0310 H0311 J0116 K0003 M0155 N0001 P0024
CR1402	CRACKLIN' BRAN CEREAL	CRACKLIN' BRAN CEREAL	A0258 B1312 C0111 E0140 F0014 G0003 H0239 H0322 H0158 H0117 H0194 H0215 H0316 H0309 H0310 H0311 H0181 H0216 H0214 J0116 K0003 M0155 N0001 P0024
CR1405	CAP'N CRUNCH CEREAL	CAP'N CRUNCH CEREAL	A0258 B1379 C0208 E0140 F0014 G0003 H0194 H0133 H0158 H0138 H0181 H0216 H0273 H0322 H0311 H0310 H0309 J0116 K0003 M0155 N0001 P0024
CR1410	CORN FLAKES CEREAL, KELLOGG'S	CORN FLAKES CEREAL, KELLOGG'S	A0258 B1379 C0133 E0153 F0014 G0003 H0274 H0138 H0194 H0158 H0117 H0224 H0215 H0316 H0216 H0214 H0309 H0310 H0311 H0181 J0116 K0003 M0155 N0001 P0024
CR1411	CORN FLAKES CEREAL, POST	CORN FLAKES CEREAL, POST	A0258 B1379 C0155 E0153 F0014 G0003 H0138 H0158 H0227 H0274 J0116 K0003 M0155 N0001 P0024
CR1412	FROSTED CORN FLAKES CEREAL	FROSTED CORN FLAKES CEREAL	A0258 B1379 C0155 E0153 F0014 G0003 H0274 H0158 H0227 H0215 H0311 H0216 H0310 H0316 H0309 H0214 H0194 H0138 J0116 K0003 M0155 N0001 P0024
CR1415	FROSTY O'S CEREAL	FROSTY O'S CEREAL	A0258 B1324 C0155 E0147 F0014 G0003 H0158 H0227 H0138 J0116 K0003 M0155 N0001 P0024
CR1420	HONEYCOMB CEREAL	HONEYCOMB CEREAL	A0258 B1379 C0208 E0140 F0014 G0003 H0158 H0316 H0138 H0149 H0214 H0181 H0216 H0194 H0322 H0311 H0310 H0309 H0106 J0116 K0003 M0155 N0001 P0024
CR1425	KABOOM CEREAL	KABOOM CEREAL	A0258 B1219 C0155 E0140 F0014 G0003 H0320 H0138 H0178 H0158 H0133 H0215 H0228 H0229 H0310 H0311 H0309 H0181 H0316 H0216 H0194 J0116 K0003 M0155 N0001 P0024
CR1430	CHEERIOS CEREAL	CHEERIOS CEREAL	A0258 B1219 C0133 E0140 F0014 G0003 H0146 H0158 H0194 H0162 H0215 H0309 H0310 H0311 H0181 H0316 H0214 H0216 H0138 H0223 J0116 K0003 M0155 N0001 P0024
CR1431	HONEY NUT CHEERIOS CEREAL	HONEY NUT CHEERIOS CEREAL	A0258 B1219 C0208 E0140 F0014 G0003 H0149 H0158 H0222 H0248 H0177 H0194 H0223 H0215 H0162 H0181 H0316 H0216 H0214 H0309 H0310 H0311 H0138 J0116 K0003 M0155 N0001 P0024
CR1440	LUCKY CHARMS CEREAL	LUCKY CHARMS CEREAL	A0258 B1219 C0208 E0140 F0014 G0003 H0158 H0138 H0224 H0194 H0162 H0223 H0215 H0229 H0181 H0316 H0106 H0216 H0214 H0309 H0310 H0311 J0116 K0003 M0155 N0001 P0024
